ConcatUF+Mun;IBGE;IBGE7;UF;Município;Região;População 2010;Porte;Capital;
APVitória do Jari;160080;1600808;AP;Vitória do Jari;Região Norte;12428;Pequeno I;;
TOAbreulândia;170025;1700251;TO;Abreulândia;Região Norte;2391;Pequeno I;;
TOAguiarnópolis;170030;1700301;TO;Aguiarnópolis;Região Norte;5162;Pequeno I;;
TOAliança do Tocantins;170035;1700350;TO;Aliança do Tocantins;Região Norte;5671;Pequeno I;;
TOAlmas;170040;1700400;TO;Almas;Região Norte;7586;Pequeno I;;
TOAlvorada;170070;1700707;TO;Alvorada;Região Norte;8374;Pequeno I;;
TOAnanás;170100;1701002;TO;Ananás;Região Norte;9865;Pequeno I;;
TOAngico;170105;1701051;TO;Angico;Região Norte;3175;Pequeno I;;
TOAparecida do Rio Negro;170110;1701101;TO;Aparecida do Rio Negro;Região Norte;4213;Pequeno I;;
TOAragominas;170130;1701309;TO;Aragominas;Região Norte;5882;Pequeno I;;
TOAraguacema;170190;1701903;TO;Araguacema;Região Norte;6317;Pequeno I;;
TOAraguaçu;170200;1702000;TO;Araguaçu;Região Norte;8786;Pequeno I;;
TOAraguaína;170210;1702109;TO;Araguaína;Região Norte;150484;Grande;;
TOAraguanã;170215;1702158;TO;Araguanã;Região Norte;5030;Pequeno I;;
TOAraguatins;170220;1702208;TO;Araguatins;Região Norte;31329;Pequeno II;;
TOArapoema;170230;1702307;TO;Arapoema;Região Norte;6742;Pequeno I;;
TOArraias;170240;1702406;TO;Arraias;Região Norte;10645;Pequeno I;;
TOAugustinópolis;170255;1702554;TO;Augustinópolis;Região Norte;15950;Pequeno I;;
TOAurora do Tocantins;170270;1702703;TO;Aurora do Tocantins;Região Norte;3446;Pequeno I;;
TOAxixá do Tocantins;170290;1702901;TO;Axixá do Tocantins;Região Norte;9275;Pequeno I;;
TOBabaçulândia;170300;1703008;TO;Babaçulândia;Região Norte;10424;Pequeno I;;
TOBandeirantes do Tocantins;170305;1703057;TO;Bandeirantes do Tocantins;Região Norte;3122;Pequeno I;;
TOBarra do Ouro;170307;1703073;TO;Barra do Ouro;Região Norte;4123;Pequeno I;;
TOBarrolândia;170310;1703107;TO;Barrolândia;Região Norte;5349;Pequeno I;;
TOBernardo Sayão;170320;1703206;TO;Bernardo Sayão;Região Norte;4456;Pequeno I;;
TOBom Jesus do Tocantins;170330;1703305;TO;Bom Jesus do Tocantins;Região Norte;3768;Pequeno I;;
TOBrasilândia do Tocantins;170360;1703602;TO;Brasilândia do Tocantins;Região Norte;2064;Pequeno I;;
TOBrejinho de Nazaré;170370;1703701;TO;Brejinho de Nazaré;Região Norte;5185;Pequeno I;;
TOBuriti do Tocantins;170380;1703800;TO;Buriti do Tocantins;Região Norte;9768;Pequeno I;;
TOCachoeirinha;170382;1703826;TO;Cachoeirinha;Região Norte;2148;Pequeno I;;
TOCampos Lindos;170384;1703842;TO;Campos Lindos;Região Norte;8139;Pequeno I;;
TOCariri do Tocantins;170386;1703867;TO;Cariri do Tocantins;Região Norte;3756;Pequeno I;;
TOCarmolândia;170388;1703883;TO;Carmolândia;Região Norte;2316;Pequeno I;;
TOCarrasco Bonito;170389;1703891;TO;Carrasco Bonito;Região Norte;3688;Pequeno I;;
TOCaseara;170390;1703909;TO;Caseara;Região Norte;4601;Pequeno I;;
TOCentenário;170410;1704105;TO;Centenário;Região Norte;2566;Pequeno I;;
TOChapada de Areia;170460;1704600;TO;Chapada de Areia;Região Norte;1335;Pequeno I;;
TOChapada da Natividade;170510;1705102;TO;Chapada da Natividade;Região Norte;3277;Pequeno I;;
TOColinas do Tocantins;170550;1705508;TO;Colinas do Tocantins;Região Norte;30838;Pequeno II;;
TOCombinado;170555;1705557;TO;Combinado;Região Norte;4669;Pequeno I;;
TOConceição do Tocantins;170560;1705607;TO;Conceição do Tocantins;Região Norte;4182;Pequeno I;;
TOCouto de Magalhães;170600;1706001;TO;Couto de Magalhães;Região Norte;5009;Pequeno I;;
TOCristalândia;170610;1706100;TO;Cristalândia;Região Norte;7234;Pequeno I;;
TOCrixás do Tocantins;170625;1706258;TO;Crixás do Tocantins;Região Norte;1564;Pequeno I;;
TODarcinópolis;170650;1706506;TO;Darcinópolis;Região Norte;5273;Pequeno I;;
TODianópolis;170700;1707009;TO;Dianópolis;Região Norte;19112;Pequeno I;;
TODivinópolis do Tocantins;170710;1707108;TO;Divinópolis do Tocantins;Região Norte;6363;Pequeno I;;
TODois Irmãos do Tocantins;170720;1707207;TO;Dois Irmãos do Tocantins;Região Norte;7161;Pequeno I;;
TODueré;170730;1707306;TO;Dueré;Região Norte;4592;Pequeno I;;
TOEsperantina;170740;1707405;TO;Esperantina;Região Norte;9476;Pequeno I;;
TOFátima;170755;1707553;TO;Fátima;Região Norte;3805;Pequeno I;;
TOFigueirópolis;170765;1707652;TO;Figueirópolis;Região Norte;5340;Pequeno I;;
TOFiladélfia;170770;1707702;TO;Filadélfia;Região Norte;8505;Pequeno I;;
TOFormoso do Araguaia;170820;1708205;TO;Formoso do Araguaia;Região Norte;18427;Pequeno I;;
TOFortaleza do Tabocão;170825;1708254;TO;Fortaleza do Tabocão;Região Norte;2419;Pequeno I;;
TOGoianorte;170830;1708304;TO;Goianorte;Região Norte;4956;Pequeno I;;
TOGoiatins;170900;1709005;TO;Goiatins;Região Norte;12064;Pequeno I;;
TOGuaraí;170930;1709302;TO;Guaraí;Região Norte;23200;Pequeno II;;
TOGurupi;170950;1709500;TO;Gurupi;Região Norte;76755;Médio;;
TOIpueiras;170980;1709807;TO;Ipueiras;Região Norte;1639;Pequeno I;;
TOItacajá;171050;1710508;TO;Itacajá;Região Norte;7104;Pequeno I;;
TOItaguatins;171070;1710706;TO;Itaguatins;Região Norte;6029;Pequeno I;;
TOItapiratins;171090;1710904;TO;Itapiratins;Região Norte;3532;Pequeno I;;
TOItaporã do Tocantins;171110;1711100;TO;Itaporã do Tocantins;Região Norte;2445;Pequeno I;;
TOJaú do Tocantins;171150;1711506;TO;Jaú do Tocantins;Região Norte;3507;Pequeno I;;
TOJuarina;171180;1711803;TO;Juarina;Região Norte;2231;Pequeno I;;
TOLagoa da Confusão;171190;1711902;TO;Lagoa da Confusão;Região Norte;10210;Pequeno I;;
TOLagoa do Tocantins;171195;1711951;TO;Lagoa do Tocantins;Região Norte;3525;Pequeno I;;
TOLajeado;171200;1712009;TO;Lajeado;Região Norte;2773;Pequeno I;;
TOLavandeira;171215;1712157;TO;Lavandeira;Região Norte;1605;Pequeno I;;
TOLizarda;171240;1712405;TO;Lizarda;Região Norte;3725;Pequeno I;;
TOLuzinópolis;171245;1712454;TO;Luzinópolis;Região Norte;2622;Pequeno I;;
TOMarianópolis do Tocantins;171250;1712504;TO;Marianópolis do Tocantins;Região Norte;4352;Pequeno I;;
TOMateiros;171270;1712702;TO;Mateiros;Região Norte;2223;Pequeno I;;
TOMaurilândia do Tocantins;171280;1712801;TO;Maurilândia do Tocantins;Região Norte;3154;Pequeno I;;
TOMiracema do Tocantins;171320;1713205;TO;Miracema do Tocantins;Região Norte;20684;Pequeno II;;
TOMiranorte;171330;1713304;TO;Miranorte;Região Norte;12623;Pequeno I;;
TOMonte do Carmo;171360;1713601;TO;Monte do Carmo;Região Norte;6716;Pequeno I;;
TOMonte Santo do Tocantins;171370;1713700;TO;Monte Santo do Tocantins;Região Norte;2085;Pequeno I;;
TOPalmeiras do Tocantins;171380;1713809;TO;Palmeiras do Tocantins;Região Norte;5740;Pequeno I;;
TOMuricilândia;171395;1713957;TO;Muricilândia;Região Norte;3152;Pequeno I;;
TONatividade;171420;1714203;TO;Natividade;Região Norte;9000;Pequeno I;;
TONazaré;171430;1714302;TO;Nazaré;Região Norte;4386;Pequeno I;;
TONova Olinda;171488;1714880;TO;Nova Olinda;Região Norte;10686;Pequeno I;;
TONova Rosalândia;171500;1715002;TO;Nova Rosalândia;Região Norte;3770;Pequeno I;;
TONovo Acordo;171510;1715101;TO;Novo Acordo;Região Norte;3762;Pequeno I;;
TONovo Alegre;171515;1715150;TO;Novo Alegre;Região Norte;2286;Pequeno I;;
TONovo Jardim;171525;1715259;TO;Novo Jardim;Região Norte;2457;Pequeno I;;
TOOliveira de Fátima;171550;1715507;TO;Oliveira de Fátima;Região Norte;1037;Pequeno I;;
TOPalmeirante;171570;1715705;TO;Palmeirante;Região Norte;4954;Pequeno I;;
TOPalmeirópolis;171575;1715754;TO;Palmeirópolis;Região Norte;7339;Pequeno I;;
TOParaíso do Tocantins;171610;1716109;TO;Paraíso do Tocantins;Região Norte;44417;Pequeno II;;
TOParanã;171620;1716208;TO;Paranã;Região Norte;10338;Pequeno I;;
TOPau D'arco;171630;1716307;TO;Pau D´arco;Região Norte;4588;Pequeno I;;
TOPedro Afonso;171650;1716505;TO;Pedro Afonso;Região Norte;11539;Pequeno I;;
TOPeixe;171660;1716604;TO;Peixe;Região Norte;10384;Pequeno I;;
TOPequizeiro;171665;1716653;TO;Pequizeiro;Região Norte;5054;Pequeno I;;
TOColméia;171670;1716703;TO;Colméia;Região Norte;8611;Pequeno I;;
TOPindorama do Tocantins;171700;1717008;TO;Pindorama do Tocantins;Região Norte;4506;Pequeno I;;
TOPiraquê;171720;1717206;TO;Piraquê;Região Norte;2920;Pequeno I;;
TOPium;171750;1717503;TO;Pium;Região Norte;6694;Pequeno I;;
TOPonte Alta do Bom Jesus;171780;1717800;TO;Ponte Alta do Bom Jesus;Região Norte;4544;Pequeno I;;
TOPonte Alta do Tocantins;171790;1717909;TO;Ponte Alta do Tocantins;Região Norte;7180;Pequeno I;;
TOPorto Alegre do Tocantins;171800;1718006;TO;Porto Alegre do Tocantins;Região Norte;2796;Pequeno I;;
TOPorto Nacional;171820;1718204;TO;Porto Nacional;Região Norte;49146;Pequeno II;;
TOPraia Norte;171830;1718303;TO;Praia Norte;Região Norte;7659;Pequeno I;;
TOPresidente Kennedy;171840;1718402;TO;Presidente Kennedy;Região Norte;3681;Pequeno I;;
TOPugmil;171845;1718451;TO;Pugmil;Região Norte;2369;Pequeno I;;
TORecursolândia;171850;1718501;TO;Recursolândia;Região Norte;3768;Pequeno I;;
TORiachinho;171855;1718550;TO;Riachinho;Região Norte;4191;Pequeno I;;
TORio da Conceição;171865;1718659;TO;Rio da Conceição;Região Norte;1714;Pequeno I;;
TORio Dos Bois;171870;1718709;TO;Rio Dos Bois;Região Norte;2570;Pequeno I;;
TORio Sono;171875;1718758;TO;Rio Sono;Região Norte;6254;Pequeno I;;
TOSampaio;171880;1718808;TO;Sampaio;Região Norte;3864;Pequeno I;;
TOSandolândia;171884;1718840;TO;Sandolândia;Região Norte;3326;Pequeno I;;
TOSanta fé do Araguaia;171886;1718865;TO;Santa fé do Araguaia;Região Norte;6599;Pequeno I;;
TOSanta Maria do Tocantins;171888;1718881;TO;Santa Maria do Tocantins;Região Norte;2894;Pequeno I;;
TOSanta Rita do Tocantins;171889;1718899;TO;Santa Rita do Tocantins;Região Norte;2128;Pequeno I;;
TOSanta Rosa do Tocantins;171890;1718907;TO;Santa Rosa do Tocantins;Região Norte;4568;Pequeno I;;
TOSanta Tereza do Tocantins;171900;1719004;TO;Santa Tereza do Tocantins;Região Norte;2523;Pequeno I;;
TOSanta Terezinha do Tocantins;172000;1720002;TO;Santa Terezinha do Tocantins;Região Norte;2474;Pequeno I;;
TOSão Bento do Tocantins;172010;1720101;TO;São Bento do Tocantins;Região Norte;4608;Pequeno I;;
TOSão Félix do Tocantins;172015;1720150;TO;São Félix do Tocantins;Região Norte;1437;Pequeno I;;
TOSão Miguel do Tocantins;172020;1720200;TO;São Miguel do Tocantins;Região Norte;10481;Pequeno I;;
TOSão Salvador do Tocantins;172025;1720259;TO;São Salvador do Tocantins;Região Norte;2910;Pequeno I;;
TOSão Sebastião do Tocantins;172030;1720309;TO;São Sebastião do Tocantins;Região Norte;4283;Pequeno I;;
TOSão Valério da Natividade;172049;1720499;TO;São Valério da Natividade;Região Norte;4383;Pequeno I;;
TOSilvanópolis;172065;1720655;TO;Silvanópolis;Região Norte;5068;Pequeno I;;
TOSítio Novo do Tocantins;172080;1720804;TO;Sítio Novo do Tocantins;Região Norte;9148;Pequeno I;;
TOSucupira;172085;1720853;TO;Sucupira;Região Norte;1742;Pequeno I;;
TOTaguatinga;172090;1720903;TO;Taguatinga;Região Norte;15051;Pequeno I;;
TOTaipas do Tocantins;172093;1720937;TO;Taipas do Tocantins;Região Norte;1945;Pequeno I;;
TOTalismã;172097;1720978;TO;Talismã;Região Norte;2562;Pequeno I;;
TOPalmas;172100;1721000;TO;Palmas;Região Norte;228332;Grande;Capital;
TOTocantínia;172110;1721109;TO;Tocantínia;Região Norte;6736;Pequeno I;;
TOTocantinópolis;172120;1721208;TO;Tocantinópolis;Região Norte;22619;Pequeno II;;
TOTupirama;172125;1721257;TO;Tupirama;Região Norte;1574;Pequeno I;;
TOTupiratins;172130;1721307;TO;Tupiratins;Região Norte;2097;Pequeno I;;
TOWanderlândia;172208;1722081;TO;Wanderlândia;Região Norte;10981;Pequeno I;;
TOXambioá;172210;1722107;TO;Xambioá;Região Norte;11484;Pequeno I;;
MAAçailândia;210005;2100055;MA;Açailândia;Região Nordeste;104047;Grande;;
MAAfonso Cunha;210010;2100105;MA;Afonso Cunha;Região Nordeste;5905;Pequeno I;;
MAÁgua Doce do Maranhão;210015;2100154;MA;Água Doce do Maranhão;Região Nordeste;11581;Pequeno I;;
MAAlcântara;210020;2100204;MA;Alcântara;Região Nordeste;21851;Pequeno II;;
MAAldeias Altas;210030;2100303;MA;Aldeias Altas;Região Nordeste;23952;Pequeno II;;
MAAltamira do Maranhão;210040;2100402;MA;Altamira do Maranhão;Região Nordeste;11063;Pequeno I;;
MAAlto Alegre do Maranhão;210043;2100436;MA;Alto Alegre do Maranhão;Região Nordeste;24599;Pequeno II;;
MAAlto Alegre do Pindaré;210047;2100477;MA;Alto Alegre do Pindaré;Região Nordeste;31057;Pequeno II;;
MAAlto Parnaíba;210050;2100501;MA;Alto Parnaíba;Região Nordeste;10766;Pequeno I;;
MAAmapá do Maranhão;210055;2100550;MA;Amapá do Maranhão;Região Nordeste;6431;Pequeno I;;
MAAmarante do Maranhão;210060;2100600;MA;Amarante do Maranhão;Região Nordeste;37932;Pequeno II;;
MAAnajatuba;210070;2100709;MA;Anajatuba;Região Nordeste;25291;Pequeno II;;
MAAnapurus;210080;2100808;MA;Anapurus;Região Nordeste;13939;Pequeno I;;
MAApicum-açu;210083;2100832;MA;Apicum-açu;Região Nordeste;14959;Pequeno I;;
MAAraguanã;210087;2100873;MA;Araguanã;Região Nordeste;13973;Pequeno I;;
MAAraioses;210090;2100907;MA;Araioses;Região Nordeste;42505;Pequeno II;;
MAArame;210095;2100956;MA;Arame;Região Nordeste;31702;Pequeno II;;
MAArari;210100;2101004;MA;Arari;Região Nordeste;28488;Pequeno II;;
MAAxixá;210110;2101103;MA;Axixá;Região Nordeste;11407;Pequeno I;;
MABacabal;210120;2101202;MA;Bacabal;Região Nordeste;100014;Grande;;
MABacabeira;210125;2101251;MA;Bacabeira;Região Nordeste;14925;Pequeno I;;
MABacuri;210130;2101301;MA;Bacuri;Região Nordeste;16604;Pequeno I;;
MABacurituba;210135;2101350;MA;Bacurituba;Região Nordeste;5293;Pequeno I;;
MABalsas;210140;2101400;MA;Balsas;Região Nordeste;83528;Médio;;
MABarão de Grajaú;210150;2101509;MA;Barão de Grajaú;Região Nordeste;17841;Pequeno I;;
MABarra do Corda;210160;2101608;MA;Barra do Corda;Região Nordeste;82830;Médio;;
MABarreirinhas;210170;2101707;MA;Barreirinhas;Região Nordeste;54930;Médio;;
MABelágua;210173;2101731;MA;Belágua;Região Nordeste;6524;Pequeno I;;
MABela Vista do Maranhão;210177;2101772;MA;Bela Vista do Maranhão;Região Nordeste;12049;Pequeno I;;
MABenedito Leite;210180;2101806;MA;Benedito Leite;Região Nordeste;5469;Pequeno I;;
MABequimão;210190;2101905;MA;Bequimão;Região Nordeste;20344;Pequeno II;;
MABernardo do Mearim;210193;2101939;MA;Bernardo do Mearim;Região Nordeste;5996;Pequeno I;;
MABoa Vista do Gurupi;210197;2101970;MA;Boa Vista do Gurupi;Região Nordeste;7949;Pequeno I;;
MABom Jardim;210200;2102002;MA;Bom Jardim;Região Nordeste;39049;Pequeno II;;
MABom Jesus Das Selvas;210203;2102036;MA;Bom Jesus Das Selvas;Região Nordeste;28459;Pequeno II;;
MABom Lugar;210207;2102077;MA;Bom Lugar;Região Nordeste;14818;Pequeno I;;
MABrejo;210210;2102101;MA;Brejo;Região Nordeste;33359;Pequeno II;;
MABrejo de Areia;210215;2102150;MA;Brejo de Areia;Região Nordeste;5577;Pequeno I;;
MABuriti;210220;2102200;MA;Buriti;Região Nordeste;27013;Pequeno II;;
MABuriti Bravo;210230;2102309;MA;Buriti Bravo;Região Nordeste;22899;Pequeno II;;
MABuriticupu;210232;2102325;MA;Buriticupu;Região Nordeste;65237;Médio;;
MABuritirana;210235;2102358;MA;Buritirana;Região Nordeste;14784;Pequeno I;;
MACachoeira Grande;210237;2102374;MA;Cachoeira Grande;Região Nordeste;8446;Pequeno I;;
MACajapió;210240;2102408;MA;Cajapió;Região Nordeste;10593;Pequeno I;;
MACajari;210250;2102507;MA;Cajari;Região Nordeste;18338;Pequeno I;;
MACampestre do Maranhão;210255;2102556;MA;Campestre do Maranhão;Região Nordeste;13369;Pequeno I;;
MACândido Mendes;210260;2102606;MA;Cândido Mendes;Região Nordeste;18505;Pequeno I;;
MACantanhede;210270;2102705;MA;Cantanhede;Região Nordeste;20448;Pequeno II;;
MACapinzal do Norte;210275;2102754;MA;Capinzal do Norte;Região Nordeste;10698;Pequeno I;;
MACarolina;210280;2102804;MA;Carolina;Região Nordeste;23959;Pequeno II;;
MACarutapera;210290;2102903;MA;Carutapera;Região Nordeste;22006;Pequeno II;;
MACaxias;210300;2103000;MA;Caxias;Região Nordeste;155129;Grande;;
MACedral;210310;2103109;MA;Cedral;Região Nordeste;10297;Pequeno I;;
MACentral do Maranhão;210312;2103125;MA;Central do Maranhão;Região Nordeste;7887;Pequeno I;;
MACentro do Guilherme;210315;2103158;MA;Centro do Guilherme;Região Nordeste;12565;Pequeno I;;
MACentro Novo do Maranhão;210317;2103174;MA;Centro Novo do Maranhão;Região Nordeste;17622;Pequeno I;;
MAChapadinha;210320;2103208;MA;Chapadinha;Região Nordeste;73350;Médio;;
MACidelândia;210325;2103257;MA;Cidelândia;Região Nordeste;13681;Pequeno I;;
MACodó;210330;2103307;MA;Codó;Região Nordeste;118038;Grande;;
MACoelho Neto;210340;2103406;MA;Coelho Neto;Região Nordeste;46750;Pequeno II;;
MAColinas;210350;2103505;MA;Colinas;Região Nordeste;39132;Pequeno II;;
MAConceição do Lago-açu;210355;2103554;MA;Conceição do Lago-açu;Região Nordeste;14436;Pequeno I;;
MACoroatá;210360;2103604;MA;Coroatá;Região Nordeste;61725;Médio;;
MACururupu;210370;2103703;MA;Cururupu;Região Nordeste;32652;Pequeno II;;
MADavinópolis;210375;2103752;MA;Davinópolis;Região Nordeste;12579;Pequeno I;;
MADom Pedro;210380;2103802;MA;Dom Pedro;Região Nordeste;22681;Pequeno II;;
MADuque Bacelar;210390;2103901;MA;Duque Bacelar;Região Nordeste;10649;Pequeno I;;
MAEsperantinópolis;210400;2104008;MA;Esperantinópolis;Região Nordeste;18452;Pequeno I;;
MAEstreito;210405;2104057;MA;Estreito;Região Nordeste;35835;Pequeno II;;
MAFeira Nova do Maranhão;210407;2104073;MA;Feira Nova do Maranhão;Região Nordeste;8126;Pequeno I;;
MAFernando Falcão;210408;2104081;MA;Fernando Falcão;Região Nordeste;9241;Pequeno I;;
MAFormosa da Serra Negra;210409;2104099;MA;Formosa da Serra Negra;Região Nordeste;17757;Pequeno I;;
MAFortaleza Dos Nogueiras;210410;2104107;MA;Fortaleza Dos Nogueiras;Região Nordeste;11646;Pequeno I;;
MAFortuna;210420;2104206;MA;Fortuna;Região Nordeste;15098;Pequeno I;;
MAGodofredo Viana;210430;2104305;MA;Godofredo Viana;Região Nordeste;10635;Pequeno I;;
MAGonçalves Dias;210440;2104404;MA;Gonçalves Dias;Região Nordeste;17482;Pequeno I;;
MAGovernador Archer;210450;2104503;MA;Governador Archer;Região Nordeste;10205;Pequeno I;;
MAGovernador Edison Lobão;210455;2104552;MA;Governador Edison Lobão;Região Nordeste;15895;Pequeno I;;
MAGovernador Eugênio Barros;210460;2104602;MA;Governador Eugênio Barros;Região Nordeste;15991;Pequeno I;;
MAGovernador Luiz Rocha;210462;2104628;MA;Governador Luiz Rocha;Região Nordeste;7337;Pequeno I;;
MAGovernador Newton Bello;210465;2104651;MA;Governador Newton Bello;Região Nordeste;11921;Pequeno I;;
MAGovernador Nunes Freire;210467;2104677;MA;Governador Nunes Freire;Região Nordeste;25401;Pequeno II;;
MAGraça Aranha;210470;2104701;MA;Graça Aranha;Região Nordeste;6140;Pequeno I;;
MAGrajaú;210480;2104800;MA;Grajaú;Região Nordeste;62093;Médio;;
MAGuimarães;210490;2104909;MA;Guimarães;Região Nordeste;12081;Pequeno I;;
MAHumberto de Campos;210500;2105005;MA;Humberto de Campos;Região Nordeste;26189;Pequeno II;;
MAIcatu;210510;2105104;MA;Icatu;Região Nordeste;25145;Pequeno II;;
MAIgarapé do Meio;210515;2105153;MA;Igarapé do Meio;Região Nordeste;12550;Pequeno I;;
MAIgarapé Grande;210520;2105203;MA;Igarapé Grande;Região Nordeste;11041;Pequeno I;;
MAImperatriz;210530;2105302;MA;Imperatriz;Região Nordeste;247505;Grande;;
MAItaipava do Grajaú;210535;2105351;MA;Itaipava do Grajaú;Região Nordeste;14297;Pequeno I;;
MAItapecuru Mirim;210540;2105401;MA;Itapecuru Mirim;Região Nordeste;62110;Médio;;
MAItinga do Maranhão;210542;2105427;MA;Itinga do Maranhão;Região Nordeste;24863;Pequeno II;;
MAJatobá;210545;2105450;MA;Jatobá;Região Nordeste;8526;Pequeno I;;
MAJenipapo Dos Vieiras;210547;2105476;MA;Jenipapo Dos Vieiras;Região Nordeste;15440;Pequeno I;;
MAJoão Lisboa;210550;2105500;MA;João Lisboa;Região Nordeste;20381;Pequeno II;;
MAJoselândia;210560;2105609;MA;Joselândia;Região Nordeste;15433;Pequeno I;;
MAJunco do Maranhão;210565;2105658;MA;Junco do Maranhão;Região Nordeste;4020;Pequeno I;;
MALago da Pedra;210570;2105708;MA;Lago da Pedra;Região Nordeste;46083;Pequeno II;;
MALago do Junco;210580;2105807;MA;Lago do Junco;Região Nordeste;10729;Pequeno I;;
MALago Verde;210590;2105906;MA;Lago Verde;Região Nordeste;15412;Pequeno I;;
MALagoa do Mato;210592;2105922;MA;Lagoa do Mato;Região Nordeste;10934;Pequeno I;;
MALago Dos Rodrigues;210594;2105948;MA;Lago Dos Rodrigues;Região Nordeste;7794;Pequeno I;;
